ID_OFERTA,NUM_RESERVAS,ID_HOSTAL,ID_HOTEL,ID_VIVIENDAU,ID_PERSONA,VIGENTE
336,0,,10017,,,F
337,0,,10061,,,T
338,0,45402,,,,F
339,0,,10055,,,T
340,0,45388,,,,T
341,0,,,,20174,F
342,0,45405,,,,F
343,0,,10003,,,F
344,0,,,,20261,T
345,0,,10010,,,T
346,0,45364,,,,F
347,0,,10012,,,F
348,0,,10022,,,T
349,0,,10012,,,F
350,0,,10038,,,T
351,0,45367,,,,T
352,0,45394,,,,F
353,0,45367,,,,T
354,0,,,10206,,T
355,0,,,10314,,T
356,0,,10049,,,F
357,0,45422,,,,T
358,0,,,10088,,F
359,0,45351,,,,F
360,0,45383,,,,F
361,0,45410,,,,T
362,0,45412,,,,F
363,0,45402,,,,T
364,0,,10045,,,T
365,0,45417,,,,T
366,0,45395,,,,F
367,0,45369,,,,T
368,0,,,10270,,F
369,0,45405,,,,T
370,0,45368,,,,F
371,0,45354,,,,T
372,0,45355,,,,T
373,0,45357,,,,F
374,0,,10032,,,T
375,0,45400,,,,T
376,0,45358,,,,F
377,0,45378,,,,F
378,0,,,10372,,F
379,0,45400,,,,F
380,0,45346,,,,F
381,0,,,,20301,T
382,0,45408,,,,T
383,0,,10026,,,F
384,0,45410,,,,T
385,0,45410,,,,T
386,0,45402,,,,T
387,0,,,,20149,F
388,0,,10036,,,F
389,0,,,,20044,F
390,0,45413,,,,F
391,0,,,10170,,F
392,0,,,,20310,T
393,0,45386,,,,F
394,0,45362,,,,F
395,0,,10011,,,F
396,0,45399,,,,T
397,0,45390,,,,T
398,0,,,,20302,T
399,0,45378,,,,T
400,0,,10002,,,T
401,0,45393,,,,T
402,0,,10037,,,F
403,0,45421,,,,T
404,0,,,10378,,F
405,0,45396,,,,T
406,0,,10058,,,T
407,0,45348,,,,T
408,0,,,,20170,F
409,0,,,,20310,F
410,0,45344,,,,F
411,0,,,10057,,F
412,0,45353,,,,F
413,0,45386,,,,T
414,0,,,10323,,T
415,0,,10031,,,F
416,0,45378,,,,T
417,0,,,10062,,F
418,0,,10007,,,T
419,0,45363,,,,T
420,0,,,10020,,T
421,0,,10055,,,F
422,0,,10053,,,F
423,0,,10008,,,T
424,0,,,,20157,F
425,0,45422,,,,T
426,0,,,10104,,F
427,0,45380,,,,F
428,0,,10011,,,F
429,0,,10002,,,F
430,0,,10012,,,F
431,0,45386,,,,F
432,0,,10061,,,F
433,0,45413,,,,T
434,0,,10001,,,T
435,0,45418,,,,T
436,0,45343,,,,T
437,0,45353,,,,T
438,0,45380,,,,F
439,0,,10057,,,T
440,0,,10020,,,T
441,0,,,,20075,T
442,0,,,10026,,T
443,0,45422,,,,F
444,0,45345,,,,F
445,0,,10012,,,F
446,0,45347,,,,F
447,0,45353,,,,T
448,0,,10039,,,F
449,0,,10041,,,T
450,0,,,10125,,F
451,0,,,10255,,F
452,0,45355,,,,T
453,0,,,,20092,T
454,0,,10055,,,T
455,0,45406,,,,F
456,0,,10059,,,F
457,0,45378,,,,T
458,0,45395,,,,T
459,0,,10060,,,F
460,0,,10034,,,T
461,0,45420,,,,T
462,0,,10034,,,T
463,0,45367,,,,T
464,0,,,10304,,F
465,0,45389,,,,T
466,0,45347,,,,T
467,0,,,10304,,T
468,0,45355,,,,T
469,0,45378,,,,F
470,0,,,10386,,F
471,0,,,,20235,F
472,0,,,,20014,F
473,0,45362,,,,F
474,0,45394,,,,T
475,0,45360,,,,T
476,0,,,,20036,F
477,0,,,10144,,F
478,0,45374,,,,F
479,0,45387,,,,T
480,0,,10026,,,T
481,0,45353,,,,T
482,0,,,10049,,T
483,0,45416,,,,T
484,0,,,,20124,T
485,0,45349,,,,F
486,0,,10016,,,T
487,0,45420,,,,T
488,0,45418,,,,T
489,0,45401,,,,F
490,0,,,10372,,T
491,0,,10052,,,T
492,0,45402,,,,T
493,0,,,,20092,F
494,0,,10014,,,T
495,0,45419,,,,F
496,0,,,,20126,F
497,0,,,,20176,F
498,0,,,10040,,T
499,0,,10007,,,T
500,0,,10039,,,T
501,0,45409,,,,F
502,0,,10007,,,F
503,0,,,10291,,F
504,0,,,,20104,F
505,0,45394,,,,T
506,0,45408,,,,T
507,0,45361,,,,T
508,0,45370,,,,T
509,0,45363,,,,T
510,0,,,,20292,F
511,0,45375,,,,T
512,0,45362,,,,F
513,0,,10041,,,F
514,0,,,10064,,T
515,0,45356,,,,T
516,0,,10007,,,F
517,0,45367,,,,F
518,0,45359,,,,F
519,0,45385,,,,F
520,0,,,,20086,T
521,0,,10036,,,T
522,0,45361,,,,T
523,0,,10042,,,F
524,0,45390,,,,T
525,0,45361,,,,T
526,0,45364,,,,F
527,0,45388,,,,T
528,0,,10024,,,T
529,0,45403,,,,F
530,0,45417,,,,T
531,0,,10045,,,F
532,0,,,,20204,F
533,0,,10005,,,T
534,0,,,,20255,F
535,0,45421,,,,F
536,0,,,,20231,F
537,0,,10039,,,F
538,0,45400,,,,T
539,0,,,,20060,T
540,0,45410,,,,T
541,0,,10054,,,F
542,0,45407,,,,T
543,0,45385,,,,F
544,0,45398,,,,F
545,0,,10050,,,T
546,0,45347,,,,T
547,0,45376,,,,T
548,0,,,,20169,F
549,0,45375,,,,F
550,0,45388,,,,T
551,0,45417,,,,F
552,0,45348,,,,F
553,0,,10020,,,F
554,0,45343,,,,F
555,0,45405,,,,F
556,0,,,10213,,F
557,0,,10005,,,F
558,0,,10059,,,F
559,0,,10057,,,T
560,0,45421,,,,F
561,0,45385,,,,T
562,0,,10048,,,T
563,0,45387,,,,F
564,0,45417,,,,T
565,0,45380,,,,T
566,0,45416,,,,F
567,0,,10022,,,F
568,0,,,,20138,T
569,0,,10058,,,T
570,0,,10010,,,F
571,0,,,,20212,T
572,0,45373,,,,T
573,0,45366,,,,T
574,0,,10043,,,T
575,0,,,10264,,F
576,0,45356,,,,T
577,0,45366,,,,T
578,0,,10020,,,T
579,0,45417,,,,F
580,0,45394,,,,T
581,0,,,10021,,F
582,0,,10039,,,T
583,0,,,,20163,T
584,0,,,10015,,T
585,0,,10040,,,T
586,0,45356,,,,F
587,0,45369,,,,T
588,0,45421,,,,T
589,0,,10042,,,F
590,0,,10025,,,T
591,0,,10023,,,T
592,0,,,10048,,T
593,0,,,10069,,F
594,0,,10014,,,F
595,0,,10043,,,F
596,0,45411,,,,T
597,0,,,10090,,T
598,0,,10050,,,F
599,0,,,,20134,T
600,0,45359,,,,F
601,0,,10020,,,F
602,0,45396,,,,T
603,0,45420,,,,T
604,0,45422,,,,F
605,0,,,,20244,T
606,0,,,,20248,F
607,0,45409,,,,T
608,0,45386,,,,T
609,0,45410,,,,T
610,0,,10032,,,F
611,0,,,10177,,T
612,0,45385,,,,T
613,0,45356,,,,T
614,0,,10002,,,T
615,0,,,,20048,F
616,0,45390,,,,F
617,0,45398,,,,T
618,0,,10035,,,F
619,0,45387,,,,T
620,0,,,,20176,T
621,0,,10021,,,T
622,0,45395,,,,T
623,0,,,10286,,F
624,0,,10045,,,T
625,0,,,,20228,F
626,0,,10053,,,T
627,0,,10037,,,T
628,0,,,,20046,F
629,0,45347,,,,F
630,0,,10008,,,F
631,0,,,,20045,T
632,0,,10051,,,T
633,0,,,,20183,T
634,0,,10051,,,T
635,0,,10033,,,T
636,0,,,,20166,F
637,0,45370,,,,F
638,0,,,10078,,T
639,0,45414,,,,F
640,0,45395,,,,F
641,0,,,,20270,T
642,0,45351,,,,F
643,0,,10046,,,F
644,0,,10003,,,F
645,0,45385,,,,F
646,0,45349,,,,F
647,0,45380,,,,T
648,0,,,10093,,T
649,0,45354,,,,T
650,0,45364,,,,T
651,0,,10021,,,F
652,0,45405,,,,T
653,0,45411,,,,F
654,0,45418,,,,F
655,0,45353,,,,F
656,0,,,,20244,T
657,0,,,10302,,T
658,0,45384,,,,T
659,0,45412,,,,F
660,0,45392,,,,F
661,0,45345,,,,T
662,0,45348,,,,F
663,0,,,10119,,F
664,0,,,10276,,F
665,0,45399,,,,F
666,0,45348,,,,T
667,0,45361,,,,F
668,0,45413,,,,T
669,0,45370,,,,T
670,0,45350,,,,F
671,0,,10054,,,T
672,0,45403,,,,F
673,0,45412,,,,F
674,0,,,,20027,T
675,0,45401,,,,T
676,0,,,,20163,F
677,0,,,,20155,T
678,0,45397,,,,F
679,0,,10061,,,F
680,0,,10041,,,T
681,0,45369,,,,T
682,0,,,10073,,T
683,0,,,,20144,F
684,0,45420,,,,T
685,0,45362,,,,T
686,0,,,,20051,T
687,0,45395,,,,T
688,0,,10032,,,T
689,0,45363,,,,F
690,0,,,,20155,F
691,0,,,10109,,F
692,0,,,,20118,T
693,0,,,,20125,T
694,0,,10040,,,T
695,0,45371,,,,T
696,0,45381,,,,T
697,0,45419,,,,F
698,0,,10042,,,T
699,0,,,,20201,T
700,0,,10057,,,T
701,0,45389,,,,F
702,0,45362,,,,F
703,0,45350,,,,F
704,0,,,10307,,F
705,0,45379,,,,F
706,0,,10030,,,F
707,0,,,10262,,F
708,0,45378,,,,T
709,0,,10043,,,T
710,0,,10047,,,F
711,0,,,10011,,T
712,0,45349,,,,T
713,0,,10051,,,F
714,0,45354,,,,F
715,0,,10037,,,F
716,0,,10038,,,F
717,0,45407,,,,T
718,0,,,10225,,F
719,0,,10018,,,F
720,0,,10047,,,T
721,0,45391,,,,F
722,0,45410,,,,T
723,0,,10013,,,T
724,0,,,10218,,F
725,0,,,,20016,F
726,0,45355,,,,T
727,0,,10008,,,F
728,0,,10038,,,F
729,0,,,,20033,T
730,0,,10006,,,F
731,0,45396,,,,T
732,0,,10002,,,F
733,0,45417,,,,T
734,0,,10060,,,T
735,0,45354,,,,F
736,0,45367,,,,T
737,0,,10030,,,F
738,0,45383,,,,T
739,0,45385,,,,F
740,0,45406,,,,T
741,0,45392,,,,T
742,0,,10037,,,T
743,0,45372,,,,F
744,0,45347,,,,F
745,0,,10049,,,F
746,0,45360,,,,T
747,0,,,,20289,T
748,0,,10047,,,T
749,0,,10003,,,T
750,0,45374,,,,T
751,0,45415,,,,F
752,0,45414,,,,F
753,0,45363,,,,F
754,0,45403,,,,T
755,0,45356,,,,F
756,0,,10011,,,F
757,0,45396,,,,T
758,0,45374,,,,T
759,0,,10046,,,T
760,0,,10044,,,T
761,0,,10054,,,F
762,0,,,,20171,F
763,0,,,10273,,T
764,0,45363,,,,F
765,0,,,,20105,T
766,0,,10037,,,F
767,0,45407,,,,F
768,0,45380,,,,T
769,0,45408,,,,T
770,0,45396,,,,T
771,0,,,10388,,F
772,0,45358,,,,T
773,0,45370,,,,F
774,0,,,,20283,F
775,0,45346,,,,T
776,0,,10029,,,T
777,0,,10059,,,F
778,0,45389,,,,F
779,0,45382,,,,T
780,0,45349,,,,T
781,0,,,,20131,F
782,0,45420,,,,F
783,0,45417,,,,T
784,0,,10042,,,T
785,0,,10016,,,F
786,0,45372,,,,T
787,0,45415,,,,F
788,0,,10058,,,F
789,0,,10005,,,T
790,0,45350,,,,F
791,0,,,10005,,T
792,0,,,,20121,F
793,0,45409,,,,F
794,0,45413,,,,F
795,0,,,10307,,T
796,0,,,10345,,F
797,0,,10046,,,T
798,0,,,,20045,T
799,0,45403,,,,T
800,0,45344,,,,T
801,0,45383,,,,T
802,0,45355,,,,F
803,0,,,,20084,F
804,0,45382,,,,T
805,0,,,10042,,T
806,0,45355,,,,T
807,0,,,,20226,F
808,0,,,,20270,T
809,0,45352,,,,T
810,0,,10023,,,T
811,0,,,10288,,F
812,0,45422,,,,T
813,0,45361,,,,F
814,0,45346,,,,F
815,0,,,10153,,T
816,0,45351,,,,T
817,0,,,10318,,T
818,0,45386,,,,T
819,0,45357,,,,F
820,0,,10038,,,F
821,0,45397,,,,T
822,0,45351,,,,T
823,0,45350,,,,T
824,0,,,10310,,T
825,0,45347,,,,T
826,0,45396,,,,T
827,0,45376,,,,F
828,0,,,,20255,T
829,0,,,,20047,T
830,0,,,,20269,T
831,0,,10031,,,F
832,0,,,,20134,T
833,0,45351,,,,T
834,0,45392,,,,T
835,0,45418,,,,F
836,0,,10038,,,F
837,0,45375,,,,T
838,0,45401,,,,F
839,0,45420,,,,T
840,0,,,10180,,F
841,0,,,10255,,F
842,0,45372,,,,F
843,0,45368,,,,T
844,0,,10022,,,F
845,0,45406,,,,F
846,0,,10013,,,F
847,0,45362,,,,F
848,0,,10038,,,T
849,0,,,,20209,T
850,0,45384,,,,T
851,0,45393,,,,F
852,0,,,,20299,T
853,0,,,10163,,F
854,0,45380,,,,T
855,0,45413,,,,F
856,0,,,,20251,F
857,0,45375,,,,T
858,0,45413,,,,T
859,0,,10046,,,F
860,0,45396,,,,F
861,0,,,,20217,T
862,0,45422,,,,F
863,0,,,10339,,T
864,0,45381,,,,F
865,0,,10029,,,T
866,0,,,10018,,F
867,0,45361,,,,T
868,0,,,,20164,F
869,0,,,10106,,T
870,0,45414,,,,T
871,0,,,,20044,T
872,0,45384,,,,T
873,0,45348,,,,F
874,0,,10061,,,F
875,0,45399,,,,F
876,0,45346,,,,F
877,0,45404,,,,T
878,0,45397,,,,T
879,0,45360,,,,T
880,0,,,,20266,T
881,0,45351,,,,T
882,0,,,,20180,T
883,0,,,10302,,T
884,0,45413,,,,F
885,0,45411,,,,F
886,0,,10005,,,T
887,0,45370,,,,F
888,0,,,,20262,T
889,0,45352,,,,F
890,0,45387,,,,T
891,0,,10054,,,T
892,0,,10010,,,F
893,0,45396,,,,F
894,0,45385,,,,T
895,0,,10029,,,T
896,0,,10053,,,F
897,0,,10002,,,F
898,0,,10031,,,T
899,0,,,10282,,T
900,0,45395,,,,F
901,0,45369,,,,T
902,0,,,,20073,F
903,0,,10061,,,T
904,0,,,10387,,F
905,0,,,,20152,F
906,0,45353,,,,T
907,0,,10016,,,T
908,0,45349,,,,F
909,0,45409,,,,F
910,0,45402,,,,T
911,0,,10027,,,F
912,0,45415,,,,T
913,0,45345,,,,F
914,0,,10054,,,F
915,0,,10031,,,T
916,0,,,10032,,T
917,0,45416,,,,T
918,0,,10047,,,F
919,0,45352,,,,T
920,0,,10023,,,T
921,0,,,10140,,T
922,0,45354,,,,F
923,0,45364,,,,F
924,0,,10031,,,F
925,0,,,10193,,F
926,0,45417,,,,T
927,0,,10042,,,T
928,0,45413,,,,F
929,0,45391,,,,F
930,0,45390,,,,T
931,0,45353,,,,T
932,0,45377,,,,T
933,0,45379,,,,F
934,0,,10058,,,F
935,0,45377,,,,T
936,0,45394,,,,T
937,0,,10008,,,F
938,0,,,,20151,T
939,0,45415,,,,T
940,0,45401,,,,T
941,0,45343,,,,T
942,0,,10026,,,F
943,0,,,,20042,T
944,0,,,10146,,T
945,0,45404,,,,T
946,0,45387,,,,T
947,0,,,,20212,F
948,0,45386,,,,F
949,0,45404,,,,F
950,0,45376,,,,F
951,0,,,,20098,T
952,0,45395,,,,T
953,0,45346,,,,F
954,0,45351,,,,T
955,0,45349,,,,F
956,0,45396,,,,T
957,0,45366,,,,T
958,0,45380,,,,T
959,0,45358,,,,F
960,0,,10036,,,F
961,0,,,,20224,T
962,0,45397,,,,F
963,0,,,10235,,F
964,0,,10032,,,F
965,0,45414,,,,F
966,0,45343,,,,F
967,0,,10052,,,T
968,0,45376,,,,F
969,0,,10051,,,T
970,0,,10056,,,F
971,0,45391,,,,T
972,0,45377,,,,F
973,0,45419,,,,T
974,0,,,10114,,T
975,0,45413,,,,T
976,0,,,10192,,T
977,0,45355,,,,F
978,0,45362,,,,F
979,0,,10031,,,F
980,0,45422,,,,F
981,0,,10045,,,T
982,0,45353,,,,T
983,0,45408,,,,F
984,0,45388,,,,F
985,0,45387,,,,T
986,0,,10041,,,F
987,0,45362,,,,F
988,0,45419,,,,T
989,0,,10039,,,T
990,0,,,10182,,F
991,0,45395,,,,F
992,0,,,,20076,T
993,0,45362,,,,F
994,0,45421,,,,F
995,0,45347,,,,F
996,0,,,10197,,T
997,0,45397,,,,T
998,0,45391,,,,T
999,0,,,,20072,F
1000,0,,10022,,,F
1001,0,45349,,,,T
1002,0,45395,,,,T
1003,0,45405,,,,F
1004,0,45393,,,,F
1005,0,45369,,,,F
1006,0,45385,,,,T
1007,0,,,,20016,T
1008,0,45409,,,,F
1009,0,,,10032,,T
1010,0,,,10276,,T
1011,0,45421,,,,T
1012,0,45396,,,,T
1013,0,,,,20145,T
1014,0,,10047,,,F
1015,0,,10044,,,F
1016,0,,10006,,,T
1017,0,45361,,,,F
1018,0,,10045,,,T
1019,0,,10036,,,F
1020,0,45406,,,,T
1021,0,45383,,,,F
1022,0,45350,,,,F
1023,0,45353,,,,T
1024,0,,,10262,,T
1025,0,,,,20108,T
1026,0,45404,,,,T
1027,0,45345,,,,T
1028,0,,10016,,,T
1029,0,,,10320,,F
1030,0,,10028,,,T
1031,0,45398,,,,F
1032,0,45406,,,,F
1033,0,45370,,,,F
1034,0,45418,,,,T
1035,0,45396,,,,F
1036,0,,,10020,,T
1037,0,45405,,,,F
1038,0,,,10055,,F
1039,0,,10035,,,F
1040,0,,,,20056,T
1041,0,,10050,,,T
1042,0,,,,20057,T
1043,0,,10002,,,T
1044,0,45408,,,,F
1045,0,45401,,,,T
1046,0,,,,20293,F
1047,0,45420,,,,T
1048,0,,,,20197,T
1049,0,,,10027,,T
1050,0,45412,,,,T
1051,0,,10010,,,T
1052,0,45390,,,,F
1053,0,,10009,,,T
1054,0,,,10208,,T
1055,0,45382,,,,F
1056,0,,10039,,,F
1057,0,,10053,,,F
1058,0,45350,,,,F
1059,0,,,10178,,F
1060,0,,10049,,,F
1061,0,45356,,,,F
1062,0,,10002,,,T
1063,0,45369,,,,T
1064,0,,,,20158,T
1065,0,,10046,,,F
1066,0,,10026,,,T
1067,0,,,10351,,T
1068,0,,,,20008,T
1069,0,,10054,,,T
1070,0,,,10131,,F
1071,0,45348,,,,T
1072,0,45395,,,,T
1073,0,,10026,,,F
1074,0,45345,,,,T
1075,0,,,,20219,F
1076,0,,,10203,,F
1077,0,45409,,,,T
1078,0,,,10377,,T
1079,0,45379,,,,T
1080,0,,10048,,,F
1081,0,45367,,,,T
1082,0,,10014,,,T
1083,0,45397,,,,T
1084,0,45410,,,,T
1085,0,45352,,,,F
1086,0,,,10385,,F
1087,0,,,,20221,F
1088,0,45379,,,,F
1089,0,,10027,,,F
1090,0,,10049,,,T
1091,0,,,10366,,F
1092,0,45379,,,,F
1093,0,45418,,,,F
1094,0,,,,20271,T
1095,0,45362,,,,F
1096,0,,10007,,,T
1097,0,,,10048,,F
1098,0,,10037,,,T
1099,0,,10024,,,F
1100,0,,,,20148,T
1101,0,,10047,,,F
1102,0,45353,,,,F
1103,0,,10010,,,T
1104,0,,10034,,,T
1105,0,45394,,,,T
1106,0,45362,,,,T
1107,0,45378,,,,F
1108,0,45352,,,,F
1109,0,45419,,,,T
1110,0,45418,,,,T
1111,0,,,,20258,T
1112,0,,,,20008,T
1113,0,45357,,,,T
1114,0,45384,,,,F
1115,0,,10027,,,F
1116,0,,10041,,,T
1117,0,,,,20136,T
1118,0,45367,,,,F
1119,0,,,10229,,F
1120,0,,,10155,,T
1121,0,,10058,,,F
1122,0,,,,20013,T
1123,0,45360,,,,F
1124,0,,,10208,,F
1125,0,45366,,,,T
1126,0,,,,20261,T
1127,0,45351,,,,T
1128,0,45363,,,,T
1129,0,45388,,,,T
1130,0,45412,,,,F
1131,0,,,10095,,T
1132,0,,,10298,,F
1133,0,,10004,,,T
1134,0,,,10163,,F
1135,0,,10053,,,F
1136,0,45400,,,,T
1137,0,45395,,,,T
1138,0,45366,,,,F
1139,0,,,10356,,T
1140,0,,,10319,,T
1141,0,45372,,,,T
1142,0,,,,20001,F
1143,0,,,10216,,F
1144,0,,,10257,,F
1145,0,,,,20010,F
1146,0,,,10151,,T
1147,0,45371,,,,F
1148,0,45360,,,,F
1149,0,,,,20125,T
1150,0,45360,,,,T
1151,0,45386,,,,T
1152,0,,,10300,,F
1153,0,,,,20048,T
1154,0,,10045,,,F
1155,0,,10033,,,F
1156,0,45365,,,,F
1157,0,,10050,,,F
1158,0,45418,,,,F
1159,0,,10039,,,T
1160,0,45405,,,,F
1161,0,,10048,,,F
1162,0,,10041,,,T
1163,0,45379,,,,T
1164,0,45375,,,,T
1165,0,45401,,,,T
1166,0,,,10162,,T
1167,0,,,10185,,F
1168,0,45356,,,,F
1169,0,,10033,,,T
1170,0,,10048,,,F
1171,0,45392,,,,F
1172,0,,,,20308,T
1173,0,,,10375,,F
1174,0,,,,20171,T
1175,0,,10022,,,T
1176,0,45400,,,,F
1177,0,,10031,,,T
1178,0,45394,,,,T
1179,0,,10023,,,F
1180,0,45411,,,,F
1181,0,45383,,,,T
1182,0,,10057,,,T
1183,0,45368,,,,F
1184,0,45378,,,,T
1185,0,45412,,,,F
1186,0,,,10036,,T
1187,0,45410,,,,T
1188,0,45391,,,,F
1189,0,,10060,,,F
1190,0,,10052,,,T
1191,0,,10043,,,F
1192,0,,10026,,,T
1193,0,45421,,,,F
1194,0,45351,,,,T
1195,0,45383,,,,F
1196,0,45399,,,,T
1197,0,,,,20090,T
1198,0,45416,,,,T
1199,0,,10059,,,F
1200,0,,,,20283,T
1201,0,,,,20096,F
1202,0,,10053,,,T
1203,0,45374,,,,F
1204,0,,,10240,,F
1205,0,45412,,,,F
1206,0,45417,,,,T
1207,0,,,,20082,F
1208,0,,10038,,,F
1209,0,,10053,,,T
1210,0,45385,,,,T
1211,0,,10006,,,T
1212,0,,10001,,,F
1213,0,45417,,,,F
1214,0,45351,,,,F
1215,0,45392,,,,T
1216,0,,10019,,,T
1217,0,45418,,,,F
1218,0,45386,,,,F
1219,0,,,10363,,F
1220,0,,10058,,,F
1221,0,45373,,,,F
1222,0,,,,20051,T
1223,0,,,,20222,T
1224,0,,,,20040,F
1225,0,45362,,,,T
1226,0,45406,,,,T
1227,0,,,10270,,F
1228,0,45363,,,,F
1229,0,45378,,,,T
1230,0,45359,,,,F
1231,0,45412,,,,T
1232,0,45356,,,,F
1233,0,45345,,,,F
1234,0,45365,,,,T
1235,0,,,10176,,F
1236,0,45387,,,,T
1237,0,45346,,,,T
1238,0,,10032,,,F
