ID_APARTAMENTO,AMOBLADO,CAPACIDAD_APTO,PRECIO_APTO,ID_PERSONA,ID_OFERTA,INCLUYE_SERVICIOS
398,F,11,914000,16848,78742,T
399,F,16,871000,464,70611,T
400,F,12,630000,465,3088,T
401,T,14,403000,466,52373,T
402,T,10,841000,16850,70432,F
403,T,18,724000,16853,41022,T
404,F,17,304000,470,58829,F
405,T,15,582000,16854,70497,T
406,T,17,415000,471,46596,T
407,F,15,587000,473,55155,T
408,F,16,518000,16858,40291,F
409,T,14,674000,16859,30662,F
410,F,17,806000,475,97625,T
411,T,17,909000,476,76773,T
412,F,18,323000,477,27047,F
413,F,12,723000,16862,23251,F
414,F,13,469000,478,62762,F
415,F,13,647000,16863,20328,T
416,F,17,294000,479,74490,T
417,T,13,174000,480,48480,T
418,F,12,255000,482,5304,T
419,T,10,635000,16866,12786,T
420,F,18,100000,16868,21084,F
421,T,15,494000,486,83036,F
422,T,12,104000,487,10452,F
423,F,16,522000,488,15818,F
424,T,10,719000,16873,81537,F
425,F,16,417000,489,65111,F
426,F,17,436000,16875,49920,T
427,T,14,260000,16876,21422,T
428,T,17,585000,492,56611,F
429,F,17,744000,493,67166,F
430,T,15,338000,16878,15198,T
431,T,12,990000,16879,48676,F
432,F,12,582000,495,53823,F
433,T,15,439000,16880,92473,T
434,F,14,267000,498,56193,T
435,F,16,876000,499,44482,F
436,T,13,279000,16883,76244,F
437,F,15,708000,16884,44556,F
438,T,14,18000,500,69198,T
439,F,17,819000,16885,41559,F
440,F,10,325000,502,61448,F
441,F,17,722000,503,44743,T
442,T,17,390000,16887,77356,F
443,T,10,173000,16888,1347,T
444,F,10,228000,16892,4218,F
445,T,13,363000,16893,5034,F
446,T,15,155000,509,91048,T
447,T,12,133000,16894,74676,F
448,F,18,424000,510,56369,F
449,T,14,851000,16896,98600,F
450,T,13,262000,513,61436,T
451,T,12,782000,16898,94255,T
452,F,14,397000,514,55543,F
453,T,13,227000,16902,26669,F
454,F,11,456000,518,84561,F
455,T,11,268000,16903,98241,F
456,T,12,425000,520,92881,T
457,F,17,576000,16905,18714,T
458,F,12,870000,521,60479,F
459,T,11,196000,16906,16420,T
460,T,15,319000,522,17608,T
461,F,18,583000,16907,2597,F
462,F,11,538000,524,39842,T
463,T,14,456000,16909,43203,F
464,F,16,614000,16910,46725,F
465,F,12,62000,527,6042,T
466,F,11,815000,16913,47446,T
467,T,14,139000,530,36345,F
468,F,10,477000,16914,78683,T
469,T,10,853000,16915,44188,F
470,F,10,452000,532,20525,F
471,F,15,212000,16916,26406,T
472,T,10,511000,533,24087,F
473,T,14,296000,535,36755,F
474,T,10,873000,16920,14692,T
475,F,17,415000,536,43817,F
476,T,18,819000,537,41846,T
477,F,15,870000,16923,38717,T
478,T,13,349000,539,88710,F
479,F,15,142000,16924,63705,F
480,F,16,454000,16925,62229,T
481,T,15,937000,541,79989,T
482,F,12,325000,542,83973,F
483,F,10,25000,543,33736,F
484,F,12,708000,16928,83352,T
485,T,11,225000,16929,89309,T
486,T,18,298000,16932,46592,T
487,F,17,364000,548,3225,T
488,T,17,135000,16934,63200,F
489,T,16,241000,551,41230,T
490,F,17,831000,16936,73801,F
491,F,10,681000,16937,83281,T
492,T,11,431000,16938,42640,T
493,F,10,901000,554,18099,F
494,F,17,266000,16939,40555,F
495,F,16,829000,16940,47950,F
496,T,10,314000,556,77142,T
497,T,14,982000,557,20322,F
498,T,16,514000,16941,92821,F
499,F,12,967000,16942,30212,F
500,F,15,367000,559,63864,T
501,T,13,507000,16943,84753,T
502,F,13,178000,16945,45144,T
503,T,10,467000,16946,53594,T
504,F,18,132000,16947,16362,F
505,T,16,349000,564,98883,F
506,F,10,832000,567,55145,T
507,T,10,298000,16952,2533,T
508,T,15,329000,570,36620,T
509,F,10,471000,16955,43399,F
510,T,15,694000,571,56764,F
511,T,11,643000,572,86004,T
512,F,16,388000,16956,86550,F
513,T,15,807000,573,23760,F
514,F,15,874000,574,72977,T
515,T,13,506000,16960,88978,T
516,F,16,767000,576,99121,T
517,F,12,909000,577,54254,F
518,F,17,820000,16962,76071,T
519,F,11,282000,579,58589,F
520,F,15,6000,580,80014,F
521,F,11,334000,16964,54016,F
522,T,11,28000,582,85851,F
523,T,16,866000,16966,90059,F
524,T,15,349000,584,39082,T
525,T,18,767000,586,3442,T
526,T,16,832000,16971,89765,T
527,F,13,974000,587,91354,F
528,T,13,38000,16972,28166,T
529,T,18,804000,16974,70710,T
530,T,10,418000,591,97319,F
531,T,16,887000,16977,1707,F
532,T,12,24000,593,77157,T
533,T,15,84000,16979,33720,F
534,T,13,514000,16980,70618,F
535,T,18,736000,596,70951,T
536,T,17,443000,597,23362,F
537,T,17,958000,598,89610,F
538,T,17,306000,16982,30595,F
539,F,18,501000,600,31768,T
540,T,14,916000,602,95308,T
541,F,15,518000,16988,43911,T
542,F,17,785000,605,95891,F
543,T,17,324000,607,13602,T
544,F,16,36000,16991,68517,F
545,F,15,751000,16993,24923,F
546,F,17,55000,609,56335,T
547,F,14,234000,610,73428,F
548,F,13,976000,612,48766,F
549,T,17,955000,16996,99453,F
550,F,14,234000,16997,34350,F
551,F,14,516000,16998,76863,F
552,F,16,431000,616,94465,F
553,T,13,878000,17000,94339,T
554,T,10,715000,617,29466,T
555,F,13,879000,17002,63248,T
556,F,10,846000,619,89194,F
557,T,12,212000,17003,83728,F
558,T,13,528000,620,22531,T
559,T,16,613000,622,74375,F
560,T,11,154000,17007,53468,F
561,T,18,47000,624,98826,T
562,T,11,312000,17009,56846,T
563,F,14,90000,625,57853,T
564,T,12,484000,17011,14882,F
565,T,11,577000,628,36397,T
566,F,15,912000,17013,37951,T
567,F,18,799000,629,28595,T
568,F,13,497000,17019,18106,F
569,F,10,531000,635,72452,F
570,F,14,741000,636,67870,T
571,F,11,951000,17020,91796,T
572,T,16,294000,17021,19478,T
573,T,18,172000,637,81342,T
574,F,12,546000,639,43892,F
575,F,18,869000,17024,34852,T
576,F,16,781000,17025,8514,F
577,F,18,882000,642,87589,T
578,F,14,117000,643,94075,T
579,F,17,1000,17028,64800,F
580,T,12,917000,645,89210,F
581,F,11,98000,17029,98917,T
582,F,13,981000,17032,4268,F
583,F,17,48000,648,24846,T
584,T,17,244000,649,13732,F
585,F,11,341000,17033,65735,F
586,F,15,336000,17035,71369,T
587,F,12,490000,651,78467,T
588,T,16,915000,17036,34069,F
589,T,15,49000,652,90058,T
590,F,14,566000,17038,19416,F
591,F,16,196000,17040,81748,F
592,T,18,878000,17041,75498,F
593,F,14,144000,660,61061,F
594,T,18,732000,17046,83412,F
595,F,11,383000,17047,44143,F
596,T,12,705000,17048,86078,F
597,F,12,94000,17049,37952,T
598,F,17,924000,669,84442,F
599,T,12,629000,672,42034,F
600,F,18,630000,17057,82106,T
601,T,13,782000,17058,25776,F
602,T,10,371000,674,48192,T
603,T,17,467000,17059,81700,T
604,F,13,147000,676,79579,F
605,T,12,372000,17061,60797,F
606,T,14,531000,17062,90372,T
607,F,15,863000,678,97797,T
608,F,13,215000,679,78774,F
609,T,10,16000,17068,77863,F
610,T,13,70000,684,8872,T
611,F,11,364000,685,1779,F
612,F,15,635000,686,4377,F
613,F,18,831000,17071,59601,F
614,F,11,802000,17072,46557,F
615,T,12,223000,17073,3291,F
616,T,16,641000,690,58148,F
617,T,16,795000,17074,69976,T
618,T,17,240000,17076,82274,T
619,F,13,511000,17077,14366,F
620,T,10,537000,693,89449,T
621,T,10,875000,17080,3812,T
622,T,15,701000,696,81141,T
623,F,17,531000,17081,34355,F
624,F,13,442000,697,72405,F
625,F,11,862000,698,34315,T
626,F,14,30000,699,79210,F
627,T,10,216000,700,5102,F
628,T,16,691000,17085,78150,F
629,T,12,736000,703,87643,T
630,T,18,117000,704,80411,F
631,T,10,611000,706,23929,F
632,F,14,579000,17090,74712,T
633,F,16,897000,707,13715,F
634,T,18,76000,709,45628,T
635,T,14,493000,710,98369,F
636,T,16,800000,17096,65754,T
637,F,18,137000,714,87441,T
638,T,10,672000,17098,91850,T
639,T,14,429000,716,77196,T
640,T,15,265000,17100,77908,F
641,F,10,806000,17102,93968,F
642,T,11,746000,719,58946,F
643,F,16,925000,722,14047,F
644,T,12,603000,723,55216,F
645,F,10,575000,17107,66433,T
646,F,14,716000,17108,16541,F
647,T,15,697000,724,76106,T
648,F,12,462000,725,60159,F
649,F,14,934000,726,90525,T
650,T,16,242000,17111,29422,F
651,F,11,942000,727,53896,T
652,T,12,195000,729,4743,F
653,T,13,968000,17113,21709,T
654,T,11,133000,730,85932,F
655,T,16,862000,17115,18779,T
656,T,10,726000,17116,51170,T
657,F,10,41000,733,12553,F
658,F,16,745000,736,68781,T
659,T,18,639000,737,66532,T
660,F,15,93000,17122,17599,T
661,T,16,342000,738,47585,T
662,F,12,238000,739,73204,F
663,F,11,343000,740,6549,F
664,F,15,325000,17124,50464,T
665,F,15,992000,741,94113,F
666,F,12,845000,742,80669,F
667,F,10,259000,17126,88830,T
668,T,15,186000,17128,63152,F
669,T,18,891000,17129,40925,F
670,T,13,930000,17130,34847,F
671,F,11,613000,746,75373,T
672,T,10,748000,17131,99573,F
673,T,10,237000,17132,44500,F
674,F,13,466000,17133,93250,T
675,F,14,800000,749,35618,F
676,F,11,238000,17134,19086,T
677,F,11,169000,17135,67576,T
678,T,12,884000,17136,34469,F
679,F,16,555000,752,60003,T
680,F,18,909000,17138,81717,F
681,T,16,724000,755,63265,F
682,F,14,554000,756,83152,F
683,F,11,46000,17141,74271,F
684,T,11,438000,17142,79407,F
685,T,16,899000,759,82638,T
686,F,18,322000,760,44623,T
687,F,12,571000,17146,69486,T
688,T,13,69000,17147,91543,F
689,F,17,262000,17148,10263,F
690,F,11,758000,764,21066,T
691,F,18,569000,765,40566,F
692,T,14,846000,17149,99993,F
693,T,16,413000,766,3234,T
694,F,10,811000,767,95056,T
695,F,11,219000,17152,70734,F
696,F,11,695000,17153,27633,F
697,T,15,917000,770,22683,F
698,T,10,280000,17155,55054,T
699,F,17,415000,17156,55546,T
700,F,14,964000,772,84941,T
701,T,14,432000,17157,86303,T
702,F,11,966000,775,6831,T
703,F,15,821000,17159,61338,T
704,T,16,303000,17160,31480,F
705,T,14,151000,779,26816,F
706,F,12,372000,17163,36690,F
707,F,15,127000,17164,11432,T
708,T,10,385000,17165,50142,T
709,F,14,396000,781,92981,F
710,T,16,946000,783,36839,T
711,F,10,453000,784,62640,F
712,T,11,33000,17168,100014,T
713,F,11,896000,785,37938,F
714,F,16,10000,786,43236,T
715,T,17,254000,787,25606,T
716,T,11,168000,788,59316,T
717,F,13,379000,17172,78816,T
718,T,10,381000,17174,55492,F
719,T,13,493000,791,32142,T
720,F,15,381000,17177,83101,F
721,T,16,80000,17179,98146,F
722,T,15,144000,796,72296,F
723,T,18,824000,17182,68815,F
724,F,10,854000,801,12036,F
725,F,17,527000,17188,38159,T
726,F,13,909000,805,56349,F
727,T,14,706000,806,39489,T
728,F,18,158000,17191,67375,T
729,T,14,671000,17192,40912,T
730,F,15,253000,17193,2469,F
731,T,11,858000,810,13455,T
732,F,10,444000,17194,80392,T
733,T,16,25000,17195,49246,F
734,T,10,715000,811,58792,F
735,F,14,130000,17196,6461,F
736,F,14,416000,812,57964,F
737,T,16,64000,17197,52209,F
738,T,16,575000,17198,58224,T
739,F,11,739000,815,46215,T
740,F,11,441000,817,86938,F
741,T,16,807000,819,27663,T
742,T,15,964000,17204,60806,T
743,F,15,533000,820,74573,F
744,T,12,367000,17207,21184,T
745,F,13,272000,17208,33841,F
746,T,11,606000,825,36185,F
747,F,15,165000,17209,41743,T
748,F,18,712000,826,28883,T
749,F,15,110000,17214,4256,T
750,T,15,687000,17215,39543,F
751,F,13,790000,831,93108,F
752,T,16,912000,832,99416,T
753,T,14,744000,17216,49764,F
754,T,16,113000,833,23299,F
755,F,17,433000,17219,87493,F
756,T,11,795000,836,3125,T
757,T,11,62000,17220,22509,T
758,F,18,820000,17224,76804,T
759,F,16,15000,841,12990,F
760,F,14,756000,17225,43371,T
761,F,17,816000,843,47620,F
762,T,11,648000,17227,24341,T
763,F,13,440000,17229,84769,T
764,T,12,64000,17230,33530,T
765,T,15,296000,17231,45961,F
766,F,15,292000,17232,32250,F
767,T,13,231000,848,66675,F
768,F,15,161000,17233,64425,T
769,T,10,215000,17234,81746,T
770,T,16,536000,17236,72036,T
771,F,17,477000,17237,31760,F
772,T,18,789000,853,61040,F
773,F,18,920000,17238,40440,T
774,T,16,964000,854,40789,F
775,F,17,901000,17239,23658,F
776,F,14,375000,857,79685,T
777,F,11,462000,859,34608,T
778,T,16,960000,860,39822,T
779,T,12,566000,861,25563,T
780,T,15,469000,17245,43172,T
781,F,10,642000,17246,67397,F
782,F,14,507000,863,76088,F
783,T,10,378000,17248,33918,T
784,T,18,693000,17250,98694,T
785,F,17,377000,868,29622,F
786,T,18,799000,869,93850,T
787,T,14,785000,870,12816,F
788,T,14,913000,17255,14499,T
789,F,12,500000,17256,75587,F
790,T,15,344000,17257,69310,T
791,T,15,887000,17258,72571,F
792,F,16,136000,874,76235,F
793,T,13,682000,876,24450,F
794,F,18,786000,877,10273,F
795,F,18,409000,17265,92810,F
796,T,11,353000,881,94810,F
797,F,17,840000,17267,58350,T
798,T,16,490000,884,3232,F
799,F,11,514000,17269,66202,F
800,T,12,581000,17270,52825,F
801,F,16,456000,887,21630,T
802,T,14,761000,17272,73928,F
803,F,12,899000,17273,71533,F
804,F,14,287000,893,72131,F
805,F,14,680000,894,21749,F
806,T,13,955000,17278,38824,F
807,F,16,646000,17281,3530,F
808,T,12,131000,897,17080,F
809,F,15,111000,17282,64263,T
810,F,10,780000,900,97030,F
811,T,12,878000,901,32916,T
812,T,13,471000,17285,82739,F
813,T,14,62000,902,63339,T
814,F,17,217000,904,89719,T
815,F,13,562000,905,71184,F
816,F,12,688000,906,6808,T
817,T,16,771000,17291,70155,T
818,T,14,712000,17293,15030,T
819,F,18,265000,911,1658,T
820,F,16,904000,17295,50039,T
821,F,10,388000,913,98782,F
822,T,17,96000,17300,19191,F
823,T,14,592000,17301,28380,F
824,T,14,115000,17302,97094,F
825,T,14,24000,919,53659,T
826,F,12,681000,920,49127,F
827,F,14,70000,921,37580,F
828,F,12,814000,17306,70133,F
829,T,15,596000,17307,24533,T
830,F,15,165000,923,39020,F
831,T,10,367000,17308,3349,F
832,F,16,66000,926,9947,T
833,T,13,503000,17310,55299,F
834,T,18,72000,17311,50727,F
835,T,15,116000,927,41191,F
836,T,11,462000,929,30159,T
837,F,11,578000,17314,33207,T
838,F,13,956000,931,35311,T
839,F,17,801000,17315,85546,T
840,F,11,835000,932,14684,T
841,F,11,674000,17316,91262,F
842,T,12,673000,17317,40389,F
843,T,12,412000,17319,84446,T
844,T,12,540000,17320,89881,T
845,T,17,917000,17321,77727,T
846,T,14,443000,939,25276,T
847,T,17,822000,17323,97530,T
848,T,18,289000,940,2738,T
849,T,10,621000,17324,76472,F
850,T,18,7000,17325,55537,T
851,F,16,480000,941,80704,F
852,F,11,164000,942,4637,T
853,F,13,714000,17326,74719,F
854,F,12,569000,943,8490,F
855,F,14,234000,17327,72970,T
856,T,16,361000,944,16364,T
857,F,16,829000,945,26787,F
858,T,13,667000,17329,99578,T
859,T,16,20000,946,88770,F
860,F,18,644000,17331,15060,F
861,T,14,411000,947,60896,T
862,T,10,252000,17332,38670,F
863,T,10,651000,949,52727,T
864,T,14,504000,17333,99322,T
865,T,12,471000,951,84086,F
866,F,13,660000,952,98061,T
867,F,17,170000,17337,82348,F
868,F,15,799000,17338,30915,T
869,F,11,41000,17340,54628,F
870,T,12,250000,957,42939,F
871,F,14,413000,958,62975,T
872,F,16,24000,17342,84407,T
873,F,14,586000,17343,56184,F
874,T,18,261000,960,76750,T
875,F,12,331000,17345,82631,T
876,T,18,776000,961,45674,T
877,T,12,521000,962,94521,F
878,T,12,368000,963,12830,T
879,T,10,254000,17347,62835,F
880,T,16,822000,968,60246,T
881,F,11,116000,970,88376,T
882,T,15,858000,17355,13467,T
883,T,11,817000,971,38218,F
884,T,11,653000,972,63273,T
885,T,11,358000,973,65208,T
886,T,13,675000,17357,97150,T
887,T,16,542000,975,43194,T
888,T,12,597000,17359,81302,T
889,T,16,369000,17360,67899,T
890,T,15,450000,976,60837,F
891,F,11,703000,977,74028,T
892,T,17,253000,978,10119,T
893,F,10,20000,17363,43639,F
894,F,15,229000,982,37805,F
895,T,15,18000,17366,66916,F
896,F,13,48000,983,47410,F
897,F,13,762000,984,29838,T
898,T,10,591000,17368,29890,F
899,F,13,445000,17369,21720,T
900,T,18,298000,985,66618,F
901,F,13,903000,986,69747,T
902,F,16,50000,17371,28447,F
903,F,15,483000,987,73916,F
904,T,18,684000,17372,48782,F
905,T,12,830000,989,32853,T
906,F,14,348000,17373,97163,T
907,T,18,954000,17374,42863,F
908,T,13,634000,991,89186,F
909,F,13,673000,992,77200,F
910,F,14,65000,17376,96391,F
911,F,15,107000,17377,15450,T
912,F,12,4000,993,77643,T
913,F,13,242000,995,44947,F
914,T,14,686000,17379,47477,T
915,F,13,190000,996,58995,F
916,F,16,38000,997,76080,T
917,T,16,699000,1001,64022,T
918,T,14,441000,17386,69072,T
919,T,18,948000,17388,95470,F
920,T,14,195000,1005,56757,F
921,T,13,54000,17390,24411,F
922,T,18,942000,1006,36885,T
923,F,17,38000,1011,87181,F
924,T,17,788000,17395,35369,T
925,F,18,570000,17396,31806,F
926,F,13,184000,1013,46506,F
927,F,10,51000,1015,71566,T
928,F,15,751000,17400,86551,F
929,F,11,838000,1017,64093,T
930,T,17,223000,17401,82265,F
931,F,13,602000,17404,88393,T
932,F,11,673000,1021,10470,F
933,T,14,36000,17406,74668,T
934,T,12,236000,17407,13956,F
935,F,16,58000,1023,62988,F
936,F,10,577000,1024,47235,F
937,T,14,34000,17409,37752,F
938,F,15,392000,1025,96907,F
939,T,15,514000,17410,57236,F
940,F,10,642000,1026,61257,T
941,F,17,473000,1031,85991,F
942,F,10,163000,1032,72895,T
943,F,16,625000,1033,78650,F
944,T,12,171000,17418,51740,F
945,F,11,27000,1037,52675,T
946,T,16,16000,17422,37423,T
947,F,11,944000,1039,48550,T
948,F,10,354000,17424,25530,F
949,T,15,553000,1040,38553,T
950,F,15,40000,17425,94964,F
951,T,12,15000,17428,14190,T
952,T,14,905000,1044,87102,F
953,F,16,120000,1045,87613,F
954,F,11,671000,17431,45068,F
955,F,18,166000,1048,30648,F
956,T,17,294000,1049,40057,F
